           2   3.1415927410125732     
           3   4.1887903213500977     
           4   4.9348024751914465     
           5   5.2637893068708772     
           6   5.1677132114641093     
           7   4.7247663647671860     
           8   4.0587125781926048     
           9   3.2985092698962122     
          10   2.5501643947012624     
          11   1.8841041415397495     
          12   1.3352629917970349     
          13  0.91062890682661579     
          14  0.59926464605318508     
